Index,BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
4031,2,12000,800,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4032,2,12000,1175,5 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4033,2,15000,1080,3 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4034,3,45000,1955,1 out of 19,Super Area,Hyderabad,Unfurnished,Bachelors,3,Contact Agent
4035,2,20000,950,1 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4036,2,15000,800,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4037,2,10000,1090,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4038,3,15000,1450,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner
4039,2,19800,1070,3 out of 4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4040,2,8500,60,3 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4042,1,8500,900,2 out of 2,Carpet Area,Hyderabad,Unfurnished,Family,1,Contact Owner
4043,1,4500,60,1 out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4044,2,9000,600,3 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4045,1,13000,750,3 out of 3,Carpet Area,Hyderabad,Semi-Furnished,Family,1,Contact Owner
4046,2,18000,900,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4047,3,26000,1800,2 out of 4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4048,1,17000,470,3 out of 5,Super Area,Hyderabad,Furnished,Bachelors/Family,1,Contact Agent
4049,2,9000,720,1 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4050,1,8000,450,Ground out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4051,2,10000,600,7 out of 7,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4052,2,12000,1100,1 out of 1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4053,2,14000,1300,3 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4054,2,25000,1500,Ground out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4055,2,22000,1200,4 out of 8,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4056,4,45000,3000,3 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner
4057,3,20000,2000,1 out of 1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4058,2,16000,800,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4059,3,35000,1000,3 out of 6,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4060,2,15000,1200,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4061,1,5500,400,1 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Builder
4062,3,35000,1250,4 out of 5,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4063,1,14000,700,5 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4064,2,25000,1100,1 out of 5,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4065,4,36000,2050,1 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4066,2,20000,1428,4 out of 8,Super Area,Hyderabad,Semi-Furnished,Family,2,Contact Agent
4067,3,30000,1700,3 out of 5,Carpet Area,Hyderabad,Furnished,Family,3,Contact Agent
4068,2,12000,1140,2 out of 5,Super Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner
4069,2,16000,1000,2 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
4070,2,13000,1160,3 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4071,3,22000,3000,3 out of 5,Carpet Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4072,1,15000,450,1 out of 3,Super Area,Hyderabad,Unfurnished,Family,1,Contact Agent
4073,3,14000,1540,2 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4074,2,8000,1000,2 out of 8,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4075,3,57000,1417,7 out of 30,Carpet Area,Hyderabad,Furnished,Bachelors,3,Contact Agent
4076,3,1200,2100,1 out of 3,Carpet Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
4077,2,8000,550,4 out of 4,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,Contact Owner
4078,3,15000,1600,1 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4079,2,17000,1200,4 out of 5,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4080,2,12000,500,1 out of 2,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4081,3,25000,1300,Ground out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4082,2,13000,600,1 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4083,3,35000,1565,1 out of 6,Carpet Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
4084,1,6500,350,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4085,2,11000,1100,1 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4086,2,25000,1200,1 out of 6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4087,3,35000,2000,1 out of 5,Super Area,Hyderabad,Furnished,Family,3,Contact Owner
4088,3,27000,2200,3 out of 6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4089,3,18000,1400,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4090,3,20000,1950,5 out of 6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4091,2,8500,130,1 out of 1,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4092,2,14000,1300,Ground out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4093,3,35000,1675,5 out of 12,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4094,2,16000,1135,3 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4095,3,20000,1800,3 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4096,3,18000,1400,1 out of 5,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
4098,2,10000,950,Ground out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4099,2,12000,650,1 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4100,1,5300,100,3 out of 3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4101,2,11000,950,2 out of 3,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4102,2,12000,1000,1 out of 2,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4103,2,12000,900,3 out of 4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4104,3,20000,1800,7 out of 10,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4105,2,13000,1000,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4106,3,22000,1800,2 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4107,2,15000,1000,2 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4108,1,5400,450,1 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4109,3,16500,1771,2 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4110,2,12000,1150,4 out of 5,Carpet Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4111,2,8500,1000,2 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4112,2,14000,1050,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
4113,3,15000,1500,2 out of 3,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4114,2,6000,750,1 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4115,2,14000,1100,Ground out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4116,2,15000,800,Ground out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4117,3,37000,150,1 out of 5,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,Contact Agent
4118,1,6500,750,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4119,2,10000,600,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4120,2,12000,1080,2 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4121,2,12000,1100,3 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4122,2,9000,750,2 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4123,3,60000,2405,10 out of 14,Super Area,Hyderabad,Semi-Furnished,Bachelors,4,Contact Agent
4124,2,18000,1248,4 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4125,2,14000,1110,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4126,3,50000,2300,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
4127,2,17000,1000,3 out of 5,Carpet Area,Hyderabad,Furnished,Bachelors,2,Contact Owner
4128,2,9000,800,4 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4130,1,7500,500,1 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4131,2,14000,950,5 out of 5,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4132,2,14000,1374,2 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4133,1,10000,1300,Ground out of 1,Carpet Area,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
4134,2,17000,1150,5 out of 6,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4135,1,6500,450,2 out of 3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,Contact Owner
4136,2,10000,927,3 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4137,3,22000,1500,4 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4138,2,15000,1200,1 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4139,2,12000,1200,Ground out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4140,3,52000,2800,16 out of 19,Carpet Area,Hyderabad,Furnished,Family,3,Contact Agent
4141,1,6500,562,3 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4142,2,20000,1500,1 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4143,3,25000,1950,Ground out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4144,3,14000,1360,3 out of 8,Super Area,Hyderabad,Furnished,Bachelors,2,Contact Owner
4145,3,25000,1800,1 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4146,2,12500,950,2 out of 8,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4147,2,12000,780,3 out of 3,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4148,1,10000,500,1 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4149,2,17000,1050,3 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4150,1,15500,600,Upper Basement out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent
4151,3,65000,1800,Ground out of 1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
4152,3,60000,1800,14 out of 30,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Agent
4153,3,45000,1900,4 out of 10,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent
4154,2,10500,1100,3 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4155,2,9000,200,2 out of 7,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4156,3,20000,1400,3 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4157,2,20000,1200,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent
4158,3,18000,1600,2 out of 5,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
4159,2,12000,1150,2 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4160,2,12000,130,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4162,3,28000,1720,4 out of 10,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4163,1,6000,500,1 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4164,2,12500,1200,2 out of 6,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4165,4,31000,2400,2 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner
4166,2,7000,800,3 out of 4,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4167,2,22000,1300,4 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4168,2,17500,1400,4 out of 6,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4169,2,14000,650,1 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4170,2,9500,103,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4171,1,7000,950,1 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4172,3,15000,1500,3 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4173,3,15000,1550,5 out of 5,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4174,2,10000,140,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4175,3,14000,1800,1 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4177,1,5500,500,Ground out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4178,2,14000,800,Ground out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4179,2,10000,800,1 out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4180,2,10000,1300,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4181,2,13000,600,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4182,3,20000,1000,2 out of 6,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4183,3,25000,1000,1 out of 4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4184,1,7500,500,2 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4186,2,12000,1100,2 out of 3,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4187,2,9500,1100,Ground out of 3,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4188,2,12000,200,1 out of 1,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4189,2,10000,1800,2 out of 3,Super Area,Hyderabad,Unfurnished,Family,2,Contact Owner
4190,2,8000,190,1 out of 1,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4191,3,16000,1350,1 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4192,2,12333,1200,Ground out of 1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4193,1,9500,400,3 out of 4,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,Contact Owner
4194,2,16000,1200,Ground out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4195,3,20000,1400,4 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4196,3,14000,1300,2 out of 3,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,Contact Owner
4197,1,7500,400,2 out of 2,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4198,1,13900,650,1 out of 6,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4199,1,5500,500,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors,1,Contact Owner
4200,2,9000,875,4 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4201,1,4700,850,3 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4202,3,30000,1730,7 out of 9,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4203,3,16500,1500,2 out of 6,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner
4204,3,24000,1600,4 out of 4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4205,2,9500,900,1 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4206,2,12000,925,2 out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4207,2,15000,1500,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4208,3,22500,1600,1 out of 3,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner
4209,3,32000,1300,2 out of 3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent
4210,2,10000,1200,Ground out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4211,2,13000,133,1 out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4212,2,7000,950,Ground out of 1,Super Area,Hyderabad,Unfurnished,Family,2,Contact Owner
4213,3,12000,1200,3 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4214,2,7500,950,1 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4215,2,15000,1095,4 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4216,1,8000,400,3 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4217,3,25000,2210,4 out of 5,Super Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner
4218,3,26000,1450,4 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
4219,3,15000,192,2 out of 4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4220,1,3000,80,Ground out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4221,2,12500,1315,Ground out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4222,3,42000,1600,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
4223,2,20000,1450,2 out of 6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4224,3,40000,1900,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
4225,3,45000,2600,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
4226,1,8500,450,Ground out of 1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4227,2,15000,1000,4 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4228,2,9000,100,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4229,2,14000,1100,Ground out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4230,2,11000,1200,2 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4231,2,10000,1400,2 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4232,3,55000,2000,Ground out of 12,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent
4233,2,10000,1070,2 out of 5,Carpet Area,Hyderabad,Unfurnished,Family,2,Contact Owner
4234,2,25000,1450,3 out of 3,Carpet Area,Hyderabad,Unfurnished,Family,2,Contact Owner
4235,2,27000,1230,1 out of 6,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4236,2,12000,1000,Ground out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner
4237,2,16000,1200,1 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4238,2,8000,150,Ground out of 1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4239,2,14000,850,4 out of 6,Super Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner
4240,2,10000,1300,Ground out of 1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4242,2,16000,1250,1 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4243,1,6000,100,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4244,3,26000,1550,4 out of 5,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4245,2,13000,1300,2 out of 2,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4246,3,28000,1600,5 out of 20,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
4247,2,8500,1200,Ground out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4248,2,12500,1200,2 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4249,3,25000,1970,5 out of 9,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4250,2,10000,650,4 out of 4,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
4251,2,12000,1000,4 out of 5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4252,3,15000,1500,1 out of 1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4253,2,6000,1250,Ground out of 1,Super Area,Hyderabad,Unfurnished,Family,2,Contact Owner
4254,3,30000,1940,1 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner
4255,2,18000,700,7 out of 8,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4256,2,8500,700,2 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4257,2,7500,100,1 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4258,1,12000,300,2 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4259,2,15000,980,3 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4260,2,15500,800,2 out of 2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4261,3,20000,1250,2 out of 6,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4262,2,11000,1000,Ground out of 1,Carpet Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner
4263,2,15000,1000,Ground out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4264,3,17000,1800,Ground out of 1,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4265,3,20000,2000,1 out of 3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4266,3,20000,1500,1 out of 6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4267,2,12000,1050,3 out of 4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4268,2,25000,1100,1 out of 7,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4269,2,11500,1000,2 out of 3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4270,2,6500,700,2 out of 3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4271,1,10000,750,1 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4272,1,6000,450,2 out of 6,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4273,3,14000,1000,1 out of 2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4274,3,34000,1500,2 out of 14,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent
4275,2,15000,1550,Ground out of 13,Super Area,Hyderabad,Furnished,Family,2,Contact Owner
4276,2,20000,1450,2 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4277,2,9500,650,3 out of 5,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4278,2,10000,650,3 out of 5,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4279,3,30000,1500,5 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
4280,2,13000,900,2 out of 3,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4281,3,45000,1645,8 out of 19,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
4282,2,8000,600,4 out of 7,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
4283,2,25000,1250,Ground out of 6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4284,2,12000,1300,1 out of 2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
4285,2,19000,1000,1 out of 3,Carpet Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner
4286,3,22000,1500,4 out of 6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4287,2,15000,1150,4 out of 5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4288,2,15000,110,2 out of 3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4289,2,10000,103,Ground out of 1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
